Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
Open,224190,1/30/2018,,11.75,15.57,3.82
Deleted/Mistakenly entered,224273,1/28/2018,1/28/2018,11.75,15.57,3.82
Complete,184723,11/16/2017,12/4/2017,11.75,15.51,3.76
Complete,186994,11/12/2017,11/29/2017,11.75,15.51,3.76
Complete,186995,11/12/2017,11/29/2017,11.75,15.51,3.76
Complete,208426,11/12/2017,11/28/2017,11.75,15.51,3.76
Complete,209061,11/12/2017,12/28/2017,11.75,15.51,3.76
Complete,209358,11/12/2017,12/29/2017,11.75,15.51,3.76
Complete,210149,11/15/2017,11/29/2017,11.75,15.51,3.76
Open,221121,2/2/2018,,11.75,15.51,3.76
Open,222773,2/19/2018,,11.79,16.15,4.36
Complete,184510,8/6/2017,8/10/2017,12,39.6,27.6
Open,184451,8/27/2017,,12,22.24,10.24
Open,184510,8/6/2017,,12,22.24,10.24
Open,184567,8/13/2017,,12,22.24,10.24
Complete,184717,8/6/2017,9/11/2017,12,22.24,10.24
Open,186211,9/10/2017,,12,22.24,10.24
Open,223692,2/4/2018,,12,22.24,10.24
Open,208969,11/14/2017,,12,17.4,5.4
No Show/No Call,186771,11/14/2017,11/14/2017,12,17.28,5.28
A Quit - Stopped Showing / No Notice,209150,11/16/2017,11/22/2017,12,17.28,5.28
Assignment Terminated - Laid Off,210078,11/14/2017,1/17/2018,12,17.28,5.28
Assignment Terminated - Poor Production,207667,10/30/2017,11/28/2017,12,17.04,5.04
Open,209932,11/14/2017,,12,16.8,4.8
Assignment Terminated - Attendance,208157,12/4/2017,1/12/2018,12,16.68,4.68
A Quit - Stopped Showing / No Notice,208312,12/11/2017,1/17/2018,12,16.68,4.68
Open,221819,12/18/2017,,12,16.62,4.62
Open,221080,11/28/2017,,12,16.56,4.56
A Quit - Stopped Showing / No Notice,221383,12/6/2017,12/6/2017,12,16.56,4.56
Assignment Terminated - Attendance,222110,12/13/2017,1/3/2018,12,16.56,4.56
Released - Not a good fit,185491,10/27/2017,11/1/2017,12,16.32,4.32
Assignment Terminated - Violation of Rules,186222,11/6/2017,11/9/2017,12,16.32,4.32
A Quit - Stopped Showing / No Notice,186997,11/6/2017,11/10/2017,12,16.32,4.32
Open,207876,1/22/2018,,12,16.32,4.32
A Quit - Stopped Showing / No Notice,207977,10/27/2017,11/3/2017,12,16.32,4.32
Complete,208362,10/23/2017,11/24/2017,12,16.32,4.32
A Quit - Stopped Showing / No Notice,209614,11/10/2017,12/1/2017,12,16.32,4.32
A Quit - Stopped Showing / No Notice,221468,12/4/2017,12/22/2017,12,16.32,4.32
Deleted/Mistakenly entered,185126,11/27/2017,11/27/2017,12,16.2,4.2
Complete,185878,10/9/2017,10/15/2017,12,16.2,4.2
Assignment Terminated - Violation of Rules,186264,9/18/2017,9/22/2017,12,16.2,4.2
Assignment Terminated - Attendance,207358,11/28/2017,11/30/2017,12,16.2,4.2
Open,207366,10/16/2017,,12,16.2,4.2
Complete,207392,11/1/2017,12/20/2017,12,16.2,4.2
A Quit - Stopped Showing / No Notice,210066,11/29/2017,11/29/2017,12,16.2,4.2
A Quit - Stopped Showing / No Notice,210067,11/29/2017,11/29/2017,12,16.2,4.2
Assignment Terminated - Attendance,210467,11/20/2017,11/26/2017,12,16.2,4.2
A Quit - Stopped Showing / No Notice,210478,11/20/2017,11/20/2017,12,16.2,4.2
Assignment Terminated - Attendance,220653,12/4/2017,12/4/2017,12,16.2,4.2
A Quit - Stopped Showing / No Notice,220741,11/21/2017,11/21/2017,12,16.2,4.2
Assignment Terminated - Attendance,220852,12/3/2017,12/4/2017,12,16.2,4.2
Complete,221090,11/28/2017,12/20/2017,12,16.2,4.2
Assignment Terminated - Attendance,221210,11/28/2017,12/6/2017,12,16.2,4.2
Assignment Terminated - Attendance,221211,11/29/2017,12/13/2017,12,16.2,4.2
Assignment Terminated - Laid Off,221211,12/19/2017,12/20/2017,12,16.2,4.2
Assignment Terminated - Laid Off,221264,11/28/2017,12/6/2017,12,16.2,4.2
Deleted/Mistakenly entered,207396,10/2/2017,10/2/2017,12,16.07,4.07
Complete,207636,10/2/2017,,12,16.07,4.07
Open,224243,1/22/2018,,12,16.07,4.07
Open,184154,10/9/2017,,12,15.96,3.96
Assignment Terminated - Attendance,184156,10/9/2017,12/29/2017,12,15.96,3.96
Deleted/Mistakenly entered,184280,1/4/2018,1/4/2018,12,15.96,3.96
Assignment Terminated - Poor Production,184318,1/8/2018,1/17/2018,12,15.96,3.96
Customer Cancelled,184428,11/13/2017,11/17/2017,12,15.96,3.96
Open,184709,10/18/2017,,12,15.96,3.96
Assignment Terminated - Laid Off,185126,12/14/2017,12/20/2017,12,15.96,3.96
Complete,185126,1/15/2018,2/7/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,185343,10/25/2017,11/9/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,185344,10/25/2017,11/9/2017,12,15.96,3.96
Deleted/Mistakenly entered,185933,1/1/2018,1/1/2018,12,15.96,3.96
Assignment Terminated - Attendance,185985,12/4/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Attendance,186100,11/29/2017,12/1/2017,12,15.96,3.96
Assignment Terminated - No Reason Given,186105,12/13/2017,12/29/2017,12,15.96,3.96
Assignment Terminated - Violation of Rules,186135,10/9/2017,10/10/2017,12,15.96,3.96
Deleted/Mistakenly entered,186226,1/3/2018,1/3/2018,12,15.96,3.96
Assignment Terminated - Attendance,186226,1/3/2018,1/27/2018,12,15.96,3.96
Assignment Terminated - Attendance,186511,12/6/2017,1/22/2018,12,15.96,3.96
Complete,186576,12/22/2017,1/22/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,186576,2/6/2018,2/7/2018,12,15.96,3.96
Assignment Terminated - Laid Off,186676,12/13/2017,12/20/2017,12,15.96,3.96
Assignment Terminated - Laid Off,186676,12/14/2017,12/20/2017,12,15.96,3.96
Assignment Terminated - Attendance,186894,11/29/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Attendance,186997,11/29/2017,12/5/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,186997,1/11/2018,1/20/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,187025,12/11/2017,1/20/2018,12,15.96,3.96
Open,187049,10/5/2017,,12,15.96,3.96
Assignment Terminated - Attendance,207221,11/21/2017,12/21/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,207520,10/17/2017,12/28/2017,12,15.96,3.96
Deleted/Mistakenly entered,207583,1/4/2018,1/4/2018,12,15.96,3.96
Assignment Terminated - Attendance,207631,11/9/2017,12/16/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,207643,11/13/2017,12/8/2017,12,15.96,3.96
Complete,207669,11/29/2017,1/22/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,207827,10/17/2017,11/8/2017,12,15.96,3.96
Open,207830,2/8/2018,,12,15.96,3.96
A Quit - Stopped Showing / No Notice,207845,10/24/2017,11/7/2017,12,15.96,3.96
Open,207848,11/29/2017,,12,15.96,3.96
A Quit - Stopped Showing / No Notice,207852,10/24/2017,11/7/2017,12,15.96,3.96
Assignment Terminated - Attendance,207879,10/18/2017,11/2/2017,12,15.96,3.96
Complete,207902,10/23/2017,12/7/2017,12,15.96,3.96
Assignment Terminated - Attendance,208009,12/4/2017,12/16/2017,12,15.96,3.96
Deleted/Mistakenly entered,208174,12/15/2017,12/15/2017,12,15.96,3.96
Assignment Terminated - Laid Off,208174,12/15/2017,12/20/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,208181,1/17/2018,1/17/2018,12,15.96,3.96
A Quit - Resigned with Notice,208189,11/15/2017,1/18/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,208266,1/4/2018,1/13/2018,12,15.96,3.96
Open,208302,1/9/2018,,12,15.96,3.96
Open,208372,11/3/2017,,12,15.96,3.96
A Quit - Stopped Showing / No Notice,208432,12/11/2017,12/28/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,208438,1/10/2018,1/20/2018,12,15.96,3.96
Open,208708,1/2/2018,,12,15.96,3.96
Assignment Terminated - No Reason Given,208825,11/20/2017,12/29/2017,12,15.96,3.96
Assignment Terminated - Attendance,208892,1/17/2018,1/27/2018,12,15.96,3.96
Complete,208931,2/13/2018,2/13/2018,12,15.96,3.96
Complete,208947,12/4/2017,1/20/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,209035,1/15/2018,1/27/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,209036,1/15/2018,1/27/2018,12,15.96,3.96
Assignment Terminated - Laid Off,209066,12/13/2017,1/3/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,209084,12/11/2017,12/23/2017,12,15.96,3.96
Assignment Terminated - Laid Off,209264,12/15/2017,12/20/2017,12,15.96,3.96
Assignment Terminated - Laid Off,209439,12/14/2017,12/20/2017,12,15.96,3.96
Open,209521,1/17/2018,,12,15.96,3.96
Assignment Terminated - Attendance,209524,11/9/2017,12/15/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,209604,1/16/2018,1/20/2018,12,15.96,3.96
Complete,209652,12/20/2017,1/22/2018,12,15.96,3.96
Open,209652,2/6/2018,,12,15.96,3.96
Assignment Terminated - Attendance,209714,11/16/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Attendance,209759,12/6/2017,12/16/2017,12,15.96,3.96
Complete,210047,1/9/2018,2/3/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,210150,12/13/2017,12/23/2017,12,15.96,3.96
Assignment Terminated - Laid Off,210209,12/12/2017,12/20/2017,12,15.96,3.96
Assignment Terminated - Laid Off,210210,12/13/2017,12/20/2017,12,15.96,3.96
Open,210214,1/2/2018,,12,15.96,3.96
Open,210293,1/10/2018,,12,15.96,3.96
Deleted/Mistakenly entered,210364,1/8/2018,1/8/2018,12,15.96,3.96
Open,210364,1/9/2018,,12,15.96,3.96
Complete,210410,1/8/2018,1/22/2018,12,15.96,3.96
Assignment Terminated - Attendance,210480,12/4/2017,12/16/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,210596,12/4/2017,12/23/2017,12,15.96,3.96
Assignment Terminated - Attendance,220653,12/11/2017,12/23/2017,12,15.96,3.96
Assignment Terminated - Laid Off,220653,12/14/2017,12/20/2017,12,15.96,3.96
Assignment Terminated - Attendance,220707,11/22/2017,1/22/2018,12,15.96,3.96
Assignment Terminated - No Reason Given,220708,11/22/2017,12/30/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,220841,1/9/2018,1/20/2018,12,15.96,3.96
Assignment Terminated - Attendance,220852,12/11/2017,12/16/2017,12,15.96,3.96
Complete,220889,12/29/2017,1/19/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,220941,11/28/2017,12/29/2017,12,15.96,3.96
Assignment Terminated - Attendance,220943,11/28/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Attendance,220980,11/28/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Attendance,220991,12/14/2017,12/31/2017,12,15.96,3.96
A Quit - Resigned with Notice,220991,1/15/2018,2/8/2018,12,15.96,3.96
Open,220994,12/14/2017,,12,15.96,3.96
Complete,220999,11/29/2017,12/12/2017,12,15.96,3.96
Open,221126,11/28/2017,,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221152,11/28/2017,12/9/2017,12,15.96,3.96
Open,221181,1/9/2018,,12,15.96,3.96
Open,221249,12/4/2017,,12,15.96,3.96
Very Good,221251,11/29/2017,1/25/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221316,11/30/2017,12/9/2017,12,15.96,3.96
Assignment Terminated - Attendance,221317,11/30/2017,12/9/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221413,12/7/2017,12/29/2017,12,15.96,3.96
Deleted/Mistakenly entered,221554,1/8/2018,1/8/2018,12,15.96,3.96
Complete,221554,1/8/2018,1/22/2018,12,15.96,3.96
Assignment Terminated - No Reason Given,221607,12/8/2017,12/29/2017,12,15.96,3.96
Complete,221607,12/4/2017,12/10/2017,12,15.96,3.96
Assignment Terminated - Attendance,221638,12/5/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Laid Off,221642,12/14/2017,12/20/2017,12,15.96,3.96
Deleted/Mistakenly entered,221652,12/1/2017,12/1/2017,12,15.96,3.96
Open,221727,12/14/2017,,12,15.96,3.96
Deleted/Mistakenly entered,221759,12/13/2017,12/13/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221759,12/13/2017,12/31/2017,12,15.96,3.96
Assignment Terminated - Attendance,221798,12/4/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Violation of Rules,221799,12/4/2017,12/20/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221800,12/7/2017,12/29/2017,12,15.96,3.96
Assignment Terminated - Attendance,221825,12/4/2017,1/13/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221831,12/8/2017,12/16/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221831,1/4/2018,1/13/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221839,12/8/2017,12/23/2017,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221849,12/11/2017,12/11/2017,12,15.96,3.96
Assignment Terminated - Attendance,221850,12/4/2017,12/16/2017,12,15.96,3.96
Assignment Terminated - Walk Off Job,221865,1/9/2018,1/15/2018,12,15.96,3.96
Assignment Terminated - Walk Off Job,221871,1/9/2018,1/15/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,221880,12/8/2017,1/6/2018,12,15.96,3.96
Assignment Terminated - Attendance,221994,12/11/2017,12/29/2017,12,15.96,3.96
Complete,222098,1/3/2018,1/18/2018,12,15.96,3.96
Complete,222099,1/3/2018,1/18/2018,12,15.96,3.96
Assignment Terminated - No Reason Given,222130,12/13/2017,12/29/2017,12,15.96,3.96
Assignment Terminated - No Reason Given,222131,12/13/2017,12/30/2017,12,15.96,3.96
Assignment Terminated - Violation of Rules,222136,12/13/2017,12/29/2017,12,15.96,3.96
Complete,222608,12/27/2017,1/17/2018,12,15.96,3.96
Assignment Terminated - Violation of Rules,222816,1/2/2018,1/3/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,222897,1/2/2018,1/6/2018,12,15.96,3.96
A Quit - Resigned with Notice,222905,1/2/2018,1/5/2018,12,15.96,3.96
Complete,223115,1/9/2018,2/3/2018,12,15.96,3.96
Complete,223289,1/8/2018,1/22/2018,12,15.96,3.96
Assignment Terminated - Violation of Rules,223320,1/9/2018,1/12/2018,12,15.96,3.96
Open,223365,1/9/2018,,12,15.96,3.96
A Quit - Stopped Showing / No Notice,223369,1/9/2018,1/13/2018,12,15.96,3.96
A Quit - Stopped Showing / No Notice,223370,1/9/2018,1/13/2018,12,15.96,3.96
Released - Not a good fit,223372,1/11/2018,1/15/2018,12,15.96,3.96
Open,223516,1/16/2018,,12,15.96,3.96
Open,223540,1/11/2018,,12,15.96,3.96
Open,223604,1/17/2018,,12,15.96,3.96
Assignment Terminated - Attendance,223676,1/17/2018,2/3/2018,12,15.96,3.96
Open,223699,1/16/2018,,12,15.96,3.96
Open,223703,1/16/2018,,12,15.96,3.96
A Quit - Resigned with Notice,223756,1/17/2018,1/24/2018,12,15.96,3.96
Open,224010,2/6/2018,,12,15.96,3.96
A Quit - Resigned with Notice,224317,1/15/2018,2/3/2018,12,15.96,3.96
Assignment Terminated - Attendance,207223,10/3/2017,10/25/2017,12,15.9,3.9
Open,221251,1/30/2018,,12,15.9,3.9
Rate Change,184203,9/1/2017,10/14/2017,12,15.84,3.84
A Quit - Stopped Showing / No Notice,184405,8/7/2017,8/27/2017,12,15.84,3.84
Assignment Terminated - Attendance,184406,8/7/2017,8/7/2017,12,15.84,3.84
A Quit - Accepted Job with Client or Other Company,184421,8/9/2017,12/1/2017,12,15.84,3.84
Rate Change,184649,8/17/2017,8/27/2017,12,15.84,3.84
A Quit - Stopped Showing / No Notice,185453,9/1/2017,9/5/2017,12,15.84,3.84
A Quit - Accepted Job with Client or Other Company,185503,9/11/2017,12/24/2017,12,15.84,3.84
Assignment Terminated - Violation of Rules,185623,10/11/2017,2/8/2018,12,15.84,3.84
Assignment Terminated - Attendance,185724,8/31/2017,9/18/2017,12,15.84,3.84
Assignment Terminated - Violation of Rules,185767,9/1/2017,9/19/2017,12,15.84,3.84
Rate Change,185809,10/9/2017,10/14/2017,12,15.84,3.84
Assignment Terminated - Attendance,185809,12/17/2017,1/2/2018,12,15.84,3.84
A Quit - Stopped Showing / No Notice,185810,10/9/2017,10/14/2017,12,15.84,3.84
A Quit - Stopped Showing / No Notice,185990,9/11/2017,9/14/2017,12,15.84,3.84
A Quit - Stopped Showing / No Notice,186135,10/12/2017,10/12/2017,12,15.84,3.84
Complete,186741,12/17/2017,1/22/2018,12,15.84,3.84
Open,186997,2/13/2018,,12,15.84,3.84
Assignment Terminated - No Reason Given,207399,10/9/2017,10/10/2017,12,15.84,3.84
Open,207411,1/15/2018,,12,15.84,3.84
Rate Change,207523,10/9/2017,10/14/2017,12,15.84,3.84
Assignment Terminated - Attendance,207523,12/17/2017,1/10/2018,12,15.84,3.84
Rate Change,207582,10/11/2017,10/14/2017,12,15.84,3.84
Rate Change,207583,10/11/2017,10/14/2017,12,15.84,3.84
Rate Change,207658,10/11/2017,10/14/2017,12,15.84,3.84
Rate Change,207692,10/11/2017,10/14/2017,12,15.84,3.84
A Quit - Stopped Showing / No Notice,207711,10/11/2017,10/14/2017,12,15.84,3.84
Open,207815,12/17/2017,,12,15.84,3.84
Assignment Terminated - Walk Off Job,208037,2/14/2018,2/15/2018,12,15.84,3.84
Open,208204,10/23/2017,,12,15.84,3.84
Deleted/Mistakenly entered,208205,10/24/2017,10/24/2017,12,15.84,3.84
Complete,208205,10/23/2017,10/25/2017,12,15.84,3.84
Rate Change,208493,11/12/2017,12/31/2017,12,15.84,3.84
Complete,208493,1/1/2018,1/1/2018,12,15.84,3.84
Assignment Terminated - No Call / No Show,208577,11/21/2017,12/26/2017,12,15.84,3.84
Complete,208686,11/6/2017,11/8/2017,12,15.84,3.84
Rate Change,208742,11/6/2017,11/11/2017,12,15.84,3.84
Rate Change,208745,11/8/2017,11/11/2017,12,15.84,3.84
Complete,208765,12/21/2017,12/25/2017,12,15.84,3.84
Open,208866,12/17/2017,,12,15.84,3.84
Complete,208888,11/6/2017,11/8/2017,12,15.84,3.84
Complete,208894,11/6/2017,11/8/2017,12,15.84,3.84
Complete,208917,12/17/2017,1/18/2018,12,15.84,3.84
Open,209050,2/14/2018,,12,15.84,3.84
Deleted/Mistakenly entered,209137,11/14/2017,2/12/2018,12,15.84,3.84
Open,209137,11/14/2017,,12,15.84,3.84
Open,209138,2/14/2018,,12,15.84,3.84
Assignment Terminated - Attendance,209239,12/17/2017,1/10/2018,12,15.84,3.84
Complete,209387,11/12/2017,11/29/2017,12,15.84,3.84
Open,209388,2/13/2018,,12,15.84,3.84
Open,209403,12/17/2017,,12,15.84,3.84
Employee Cancel,209529,12/17/2017,1/5/2018,12,15.84,3.84
Open,209602,12/4/2017,,12,15.84,3.84
Rate Change,209754,11/9/2017,11/11/2017,12,15.84,3.84
Deleted/Mistakenly entered,210091,1/15/2018,1/15/2018,12,15.84,3.84
Open,210091,1/15/2018,,12,15.84,3.84
Open,210213,12/17/2017,,12,15.84,3.84
A Quit - Resigned with Notice,210214,12/17/2017,12/31/2017,12,15.84,3.84
Complete,220698,11/21/2017,11/29/2017,12,15.84,3.84
Open,221340,1/28/2018,,12,15.84,3.84
Rate Change,222319,12/21/2017,12/31/2017,12,15.84,3.84
Open,222700,1/2/2018,,12,15.84,3.84
Assignment Terminated - Attendance,222979,1/4/2018,1/29/2018,12,15.84,3.84
Open,222986,1/4/2018,,12,15.84,3.84
Assignment Terminated - Attendance,223017,1/3/2018,1/16/2018,12,15.84,3.84
Complete,223082,1/4/2018,1/18/2018,12,15.84,3.84
A Quit - Resigned with Notice,223091,1/4/2018,1/7/2018,12,15.84,3.84
Open,223196,2/13/2018,,12,15.84,3.84
Open,224194,2/12/2018,,12,15.84,3.84
Open,224288,1/29/2018,,12,15.84,3.84
Open,225250,2/15/2018,,12,15.84,3.84
Assignment Terminated - Attendance,184407,12/17/2017,12/25/2017,12,15.72,3.72
Assignment Terminated - Attendance,186226,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,186776,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,207582,12/17/2017,12/20/2017,12,15.72,3.72
Assignment Terminated - Attendance,207769,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,207820,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,207930,12/17/2017,12/28/2017,12,15.72,3.72
Assignment Terminated - Attendance,207987,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,208557,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,208676,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Violation of Rules,208708,12/17/2017,12/27/2017,12,15.72,3.72
Assignment Terminated - Attendance,208791,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,209055,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,209156,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,209191,12/17/2017,12/22/2017,12,15.72,3.72
Assignment Terminated - Attendance,209973,12/17/2017,12/29/2017,12,15.72,3.72
Assignment Terminated - Attendance,210167,12/17/2017,12/29/2017,12,15.72,3.72
Deleted/Mistakenly entered,223082,1/4/2018,1/4/2018,12,15.72,3.72
Open,207488,11/29/2017,,12,15.6,3.6
A Quit - Resigned with Notice,223165,1/16/2018,2/2/2018,12,15.6,3.6
Assignment Terminated - Attendance,209263,11/7/2017,2/9/2018,12,15.59,3.59
Assignment Terminated - Attendance,209484,11/14/2017,12/29/2017,12,15.59,3.59
A Quit - Stopped Showing / No Notice,222819,1/4/2018,1/31/2018,12,15.59,3.59
Open,223278,1/23/2018,,12,15.59,3.59
Complete,184206,8/11/2017,8/25/2017,12,15.5,3.5
Complete,184230,1/30/2018,2/12/2018,12,15.48,3.48
Assignment Terminated - No Reason Given,184344,10/25/2017,11/24/2017,12,15.48,3.48
Complete,184645,10/31/2017,11/24/2017,12,15.48,3.48
Complete,185000,10/31/2017,10/31/2017,12,15.48,3.48
Assignment Terminated - No Reason Given,185805,9/8/2017,9/12/2017,12,15.48,3.48
Good,185841,10/31/2017,12/1/2017,12,15.48,3.48
Complete,185848,10/31/2017,12/29/2017,12,15.48,3.48
Complete,185851,10/31/2017,10/31/2017,12,15.48,3.48
Complete,185855,10/31/2017,10/31/2017,12,15.48,3.48
Complete,185864,10/31/2017,11/6/2017,12,15.48,3.48
Complete,186179,10/31/2017,10/31/2017,12,15.48,3.48
Complete,186368,10/31/2017,12/8/2017,12,15.48,3.48
Complete,207287,10/31/2017,10/31/2017,12,15.48,3.48
Assignment Terminated - No Reason Given,208094,10/23/2017,11/24/2017,12,15.48,3.48
Complete,208096,10/31/2017,11/20/2017,12,15.48,3.48
Complete,208097,10/31/2017,10/31/2017,12,15.48,3.48
Complete,208123,10/31/2017,10/31/2017,12,15.48,3.48
Complete,208521,10/31/2017,10/31/2017,12,15.48,3.48
Complete,208524,10/31/2017,11/20/2017,12,15.48,3.48
Complete,208608,10/31/2017,11/4/2017,12,15.48,3.48
Assignment Terminated - Poor Production,208754,10/31/2017,12/20/2017,12,15.48,3.48
Complete,208944,11/27/2017,12/14/2017,12,15.48,3.48
Complete,208945,11/27/2017,12/20/2017,12,15.48,3.48
Complete,208946,11/27/2017,12/22/2017,12,15.48,3.48
Good,208962,10/31/2017,12/4/2017,12,15.48,3.48
Assignment Terminated - Attendance,209021,10/31/2017,12/1/2017,12,15.48,3.48
Assignment Terminated - Attendance,209091,11/2/2017,11/2/2017,12,15.48,3.48
Complete,209106,10/31/2017,11/6/2017,12,15.48,3.48
A Quit - Stopped Showing / No Notice,209173,11/17/2017,12/7/2017,12,15.48,3.48
Complete,209544,11/7/2017,11/11/2017,12,15.48,3.48
Complete,209546,11/9/2017,11/13/2017,12,15.48,3.48
Complete,209608,10/31/2017,11/24/2017,12,15.48,3.48
Complete,209618,10/31/2017,11/24/2017,12,15.48,3.48
Complete,209621,10/31/2017,11/13/2017,12,15.48,3.48
Open,209630,10/31/2017,12/4/2017,12,15.48,3.48
Complete,209693,11/10/2017,11/20/2017,12,15.48,3.48
Complete,210061,11/13/2017,11/20/2017,12,15.48,3.48
Complete,210186,11/14/2017,12/22/2017,12,15.48,3.48
A Quit - Stopped Showing / No Notice,210231,11/17/2017,12/7/2017,12,15.48,3.48
Rate Change,210309,11/10/2017,2/5/2018,12,15.48,3.48
Complete,210311,11/10/2017,11/13/2017,12,15.48,3.48
Complete,210390,10/31/2017,12/4/2017,12,15.48,3.48
Assignment Terminated - No Reason Given,210399,12/16/2017,1/5/2018,12,15.48,3.48
Complete,210400,12/16/2017,12/22/2017,12,15.48,3.48
A Quit - Resigned with Notice,210500,11/18/2017,11/30/2017,12,15.48,3.48
A Quit - Stopped Showing / No Notice,220658,11/20/2017,11/30/2017,12,15.48,3.48
Assignment Terminated - No Call / No Show,220659,11/20/2017,1/4/2018,12,15.48,3.48
Complete,220659,11/20/2017,11/20/2017,12,15.48,3.48
A Quit - Stopped Showing / No Notice,220665,11/20/2017,1/4/2018,12,15.48,3.48
Complete,220884,11/14/2017,12/8/2017,12,15.48,3.48
Complete,221072,11/27/2017,12/20/2017,12,15.48,3.48
Assignment Terminated - Attendance,221176,11/29/2017,12/20/2017,12,15.48,3.48
Complete,221269,11/21/2017,12/4/2017,12,15.48,3.48
A Quit - Stopped Showing / No Notice,221417,11/28/2017,12/7/2017,12,15.48,3.48
Good,221420,11/27/2017,12/20/2017,12,15.48,3.48
Complete,221421,11/27/2017,12/20/2017,12,15.48,3.48
Complete,221464,12/5/2017,12/5/2017,12,15.48,3.48
Complete,221844,11/27/2017,12/13/2017,12,15.48,3.48
Complete,222104,12/12/2017,12/22/2017,12,15.48,3.48
Complete,222585,12/16/2017,12/26/2017,12,15.48,3.48
Complete,224596,1/30/2018,2/1/2018,12,15.48,3.48
Complete,224596,1/30/2018,1/31/2018,12,15.48,3.48
Complete,224619,1/31/2018,2/1/2018,12,15.48,3.48
Complete,185876,10/9/2017,12/4/2017,12,15.36,3.36
Deleted/Mistakenly entered,186794,10/27/2017,10/27/2017,12,15.36,3.36
Rate Change,222032,12/18/2017,1/27/2018,12,15.36,3.36
Open,224881,2/12/2018,,12,15.12,3.12
Assignment Terminated - Attendance,184893,12/11/2017,1/11/2018,12.12,16.24,4.12
Complete,208572,12/4/2017,12/11/2017,12.12,16.24,4.12
Open,209736,11/20/2017,,12.12,16.24,4.12
Unable to Complete Assignment,210607,11/27/2017,11/27/2017,12.12,16.24,4.12
Complete,210607,12/15/2017,12/15/2017,12.12,16.24,4.12
Assignment Terminated - No Call / No Show,220715,11/27/2017,11/28/2017,12.12,16.24,4.12
A Quit - Resigned with Notice,221130,12/4/2017,12/21/2017,12.12,16.24,4.12
A Quit - Resigned with Notice,221439,12/4/2017,12/5/2017,12.12,16.24,4.12
A Quit - Resigned with Notice,221440,12/4/2017,12/5/2017,12.12,16.24,4.12
Assignment Terminated - No Call / No Show,221457,12/11/2017,1/2/2018,12.12,16.24,4.12
Open,221789,12/11/2017,,12.12,16.24,4.12
Open,221888,12/11/2017,,12.12,16.24,4.12
Open,222238,1/8/2018,,12.12,16.24,4.12
A Quit - Resigned with Notice,222413,1/8/2018,1/27/2018,12.12,16.24,4.12
