Item_ID,AIdent,Activation,Completion,Pay_Rate,Bill_Rate,Margin,Hours_Worked,Branch,City,How_Heard,Profit
675339,222768,12/28/2017,1/6/2018,11,14.52,3.52,18.57,07-Columbus East,Columbus,Friend/Relative Referral,65.3664
674822,207930,12/17/2017,12/28/2017,12,15.72,3.72,17.57,11-Florence,Florence,Walk-In,65.3604
673062,221267,11/30/2017,12/16/2017,14.5,19.14,4.64,14.07,14-Louisville,Louisville ,Indeed,65.2848
672044,220698,11/21/2017,11/29/2017,12,15.84,3.84,17,08-Columbus West,columbus,Friend/Relative Referral,65.28
673350,221801,12/4/2017,12/14/2017,10,13,3,21.75,05-Elyria,Lorain,Walk-In,65.25
668177,208005,10/18/2017,10/26/2017,10.5,14.28,3.78,17.25,08-Columbus West,Columbus,Friend/Relative Referral,65.205
677486,224453,2/1/2018,2/5/2018,9.5,12.16,2.66,24.5,06-Akron,Cuyahoga Falls,Craigslist,65.17
676137,222873,1/3/2018,1/5/2018,10,13.25,3.25,20,12-Chicago,Bolingbrook,Walk-In,65
663295,184429,8/8/2017,8/11/2017,10,13.25,3.25,20,12-Chicago,Bolingbrook,,65
665104,185627,8/30/2017,9/8/2017,10,13.25,3.25,20,12-Chicago,Bolingbrook ,,65
677720,185290,2/7/2018,2/8/2018,9.5,12.83,3.33,19.5,06-Akron,Akron,Indeed,64.935
676309,223481,1/15/2018,1/16/2018,9.5,12.83,3.33,19.5,06-Akron,Akron,Craigslist,64.935
663792,184358,8/7/2017,8/15/2017,11,14.52,3.52,18.42,11-Florence,Cincinnati,Other web site,64.8384
670198,208172,11/7/2017,11/8/2017,14.5,19.14,4.64,13.94,14-Louisville,Louisville,Craigslist,64.6816
666215,185164,9/18/2017,9/22/2017,11.5,15.53,4.03,16,07-Columbus East,columbus,,64.48
672869,187045,11/27/2017,12/7/2017,10.5,14.18,3.68,17.5,07-Columbus East,columbus,Walk-In,64.4
664880,185433,8/28/2017,8/30/2017,10.5,13.97,3.47,18.55,14-Louisville,Shepherdsville,Newspaper Ad,64.3685
666824,187169,10/3/2017,10/5/2017,11,14.58,3.58,17.98,06-Akron,kent,Indeed,64.3684
671804,210350,11/17/2017,11/17/2017,10,17.2,7.2,8.93,03-Independence,Lorain,Craigslist,64.296
674054,221660,12/15/2017,12/16/2017,14.5,19.14,4.64,13.85,14-Louisville,Louisville,Indeed,64.264
673567,221510,12/6/2017,12/7/2017,14.5,19.14,4.64,13.82,14-Louisville,Louisville,Friend/Relative Referral,64.1248
673586,221608,12/6/2017,12/16/2017,14.5,19.14,4.64,13.82,14-Louisville,Louisville,Zip Recruiter,64.1248
676807,223836,1/22/2018,1/24/2018,9.5,12.83,3.33,19.25,06-Akron,akron,Friend/Relative Referral,64.1025
676809,223841,1/22/2018,1/24/2018,9.5,12.83,3.33,19.25,06-Akron,Akron,Friend/Relative Referral,64.1025
670058,209387,11/6/2017,11/11/2017,12.5,16.5,4,16,08-Columbus West,Columbus ,Friend/Relative Referral,64
668248,208219,10/20/2017,11/24/2017,10.5,14.49,3.99,16,08-Columbus West,Columbus,Walk-In,63.84
674052,221594,12/15/2017,12/16/2017,14.5,19.14,4.64,13.75,14-Louisville,Louisville,Walk-In,63.8
674055,222287,12/15/2017,12/16/2017,14.5,19.14,4.64,13.73,14-Louisville,Louisville,Indeed,63.7072
667219,186577,10/5/2017,10/8/2017,10.5,13.97,3.47,18.32,11-Florence,covington ,Newspaper Ad,63.5704
677684,223032,2/1/2018,2/2/2018,10,14.1,4.1,15.5,11-Florence,Hebron,,63.55
663596,184590,8/9/2017,8/15/2017,11,14.58,3.58,17.75,11-Florence,Hebron,Indeed,63.545
663814,184611,8/9/2017,8/21/2017,11,14.58,3.58,17.75,11-Florence,Hebron,Friend/Relative Referral,63.545
673433,208195,12/4/2017,12/17/2017,9,11.52,2.52,25.21,12-Chicago,BOLINGBROOK,Friend/Relative Referral,63.5292
668329,207986,10/16/2017,10/18/2017,11.35,14.98,3.63,17.5,12-Chicago,Lisle,Walk-In,63.525
676533,221865,1/9/2018,1/15/2018,12,15.96,3.96,16,10-West Chester,Cincinnati,Friend/Relative Referral,63.36
676534,221871,1/9/2018,1/15/2018,12,15.96,3.96,16,10-West Chester,Cincinnati ,Walk-In,63.36
672922,186100,11/29/2017,12/1/2017,12,15.96,3.96,16,10-West Chester,cincinnati,,63.36
664314,184823,8/16/2017,8/25/2017,11,14.96,3.96,16,05-Elyria,Lorain,Other web site,63.36
668696,207912,10/22/2017,11/4/2017,14,18.48,4.48,14.07,11-Florence,cincinnati,Friend/Relative Referral,63.0336
671978,210610,11/21/2017,11/27/2017,14.5,19.14,4.64,13.57,14-Louisville,Louisville ,Friend/Relative Referral,62.9648
663907,184681,8/9/2017,8/16/2017,8.25,11.04,2.79,22.5,12-Chicago,Richton Park,,62.775
670180,209812,11/1/2017,12/8/2017,8.25,11.04,2.79,22.5,12-Chicago,Hazel Crest,,62.775
677754,223851,1/29/2018,,8.25,11.04,2.79,22.5,12-Chicago,Chicago Heights,,62.775
668928,186676,10/30/2017,11/2/2017,14,18.48,4.48,13.99,11-Florence,Burlington,Friend/Relative Referral,62.6752
675719,209017,12/31/2017,2/2/2018,9,11.52,2.52,24.85,12-Chicago,Chicago,,62.622
677956,224523,2/12/2018,,12.25,16.23,3.98,15.72,07-Columbus East,Columbus,Friend/Relative Referral,62.5656
675596,223091,1/4/2018,1/7/2018,12,15.84,3.84,16.27,11-Florence,erlanger,Friend/Relative Referral,62.4768
664877,185429,8/28/2017,8/31/2017,10.5,13.97,3.47,18,14-Louisville,Shepherdsville,Newspaper Ad,62.46
675961,184132,1/4/2018,1/12/2018,10,13.9,3.9,16,08-Columbus West,Columbus,Other web site,62.4
677676,224258,2/6/2018,,10,13.9,3.9,16,08-Columbus West,Columbus,Friend/Relative Referral,62.4
667173,207322,10/4/2017,10/11/2017,10,13.5,3.5,17.82,07-Columbus East,Columbus,Walk-In,62.37
674046,221414,12/15/2017,12/16/2017,14.5,19.14,4.64,13.43,14-Louisville,Bardstown,Indeed,62.3152
664114,185118,8/22/2017,9/3/2017,9.25,11.84,2.59,24,06-Akron,Ravenna,Friend/Relative Referral,62.16
664234,185194,8/23/2017,9/3/2017,9.25,11.84,2.59,24,06-Akron,Hillard,Indeed,62.16
666341,186634,9/22/2017,9/25/2017,9.25,11.84,2.59,24,06-Akron,Cleveland ,Zip Recruiter,62.16
666204,186635,9/22/2017,9/25/2017,9.25,11.84,2.59,24,06-Akron,cleveland,Zip Recruiter,62.16
675273,222424,12/24/2017,12/24/2017,9,11.7,2.7,23,05-Elyria,Grafton ,,62.1
666079,185508,9/4/2017,9/8/2017,10,13.6,3.6,17.23,10-West Chester,Cincinnati,Indeed,62.028
667866,207481,10/11/2017,10/18/2017,8.5,10.88,2.38,26,06-Akron,Akron,Walk-In,61.88
677133,224198,1/26/2018,,9,11.52,2.52,24.55,12-Chicago,Columbus,Craigslist,61.866
666724,186684,9/25/2017,9/26/2017,11,15.41,4.41,14,14-Louisville,Mt. Washington,Craigslist,61.74
674032,207771,12/13/2017,12/16/2017,14.5,19.14,4.64,13.3,14-Louisville,Louisville,,61.712
666676,207291,10/3/2017,10/4/2017,11,14.63,3.63,17,14-Louisville,Louisville,Craigslist,61.71
676687,221865,1/18/2018,1/21/2018,11.5,15.24,3.74,16.5,10-West Chester,Cincinnati,Friend/Relative Referral,61.71
676686,221871,1/18/2018,1/21/2018,11.5,15.24,3.74,16.5,10-West Chester,Cincinnati ,Walk-In,61.71
676808,223835,1/22/2018,1/24/2018,9.5,12.83,3.33,18.5,06-Akron,Akron,Friend/Relative Referral,61.605
666758,186776,9/25/2017,9/26/2017,11,14.85,3.85,16,10-West Chester,cincinnati,Indeed,61.6
667321,187110,10/5/2017,10/6/2017,11,14.85,3.85,16,11-Florence,Cincinnati,Friend/Relative Referral,61.6
672519,185500,11/24/2017,11/27/2017,11,14.52,3.52,17.5,12-Chicago,Bolingbrook,Friend/Relative Referral,61.6
674200,209007,12/11/2017,12/15/2017,12.5,16.63,4.13,14.91,11-Florence,independence,Friend/Relative Referral,61.5783
666675,207292,10/3/2017,10/4/2017,11,14.63,3.63,16.96,14-Louisville,Louisville,Craigslist,61.5648
673584,221611,12/6/2017,12/16/2017,14.5,19.14,4.64,13.25,14-Louisville,Louisville,Zip Recruiter,61.48
667677,207461,10/9/2017,10/13/2017,10.5,14.28,3.78,16.25,08-Columbus West,Columbus,Friend/Relative Referral,61.425
674228,209439,12/14/2017,12/20/2017,12,15.96,3.96,15.5,11-Florence,Cincinnati,Craigslist,61.38
676689,223751,1/17/2018,1/19/2018,10,13.8,3.8,16.1,08-Columbus West,worthintong,Craigslist,61.18
667327,187031,10/11/2017,10/17/2017,10,13.5,3.5,17.48,12-Chicago,Rockford,Walk-In,61.18
677518,209346,1/28/2018,1/28/2018,11.75,15.57,3.82,16,11-Florence,indepence,Friend/Relative Referral,61.12
677523,222970,1/28/2018,1/28/2018,11.75,15.57,3.82,16,11-Florence,Independence,Friend/Relative Referral,61.12
667324,187102,10/11/2017,10/17/2017,10,13.5,3.5,17.46,12-Chicago,Chicago,,61.11
668784,207692,10/22/2017,10/26/2017,15,19.8,4.8,12.73,11-Florence,FORt MITCHELL,Walk-In,61.104
674732,208067,12/17/2017,1/3/2018,11,14.63,3.63,16.79,14-Louisville,louisville,Indeed,60.9477
665311,185788,9/6/2017,9/8/2017,11,14.63,3.63,16.78,14-Louisville,Louisville,Craigslist,60.9114
677338,208389,1/22/2018,1/26/2018,11.5,15.3,3.8,16,07-Columbus East,Columbus,Friend/Relative Referral,60.8
678454,223550,2/13/2018,,11.5,15.3,3.8,16,08-Columbus West,Reynoldsburg,Friend/Relative Referral,60.8
676825,223682,1/23/2018,1/26/2018,11.5,15.24,3.74,16.25,11-Florence,dayton,Friend/Relative Referral,60.775
669369,208712,11/2/2017,11/3/2017,11.5,15.24,3.74,16.25,10-West Chester,cinainnati,,60.775
676518,223823,1/17/2018,1/18/2018,9.5,12.83,3.33,18.25,06-Akron,akron,Craigslist,60.7725
675298,186516,12/24/2017,1/2/2018,9,11.7,2.7,22.5,05-Elyria,Lorain ,Indeed,60.75
672263,209420,11/20/2017,12/1/2017,11.5,15.18,3.68,16.5,07-Columbus East,Columbus,Craigslist,60.72
665546,185396,9/5/2017,9/5/2017,11,14.52,3.52,17.25,07-Columbus East,Columbus ,Friend/Relative Referral,60.72
663215,184221,8/2/2017,8/10/2017,10.5,13.91,3.41,17.8,12-Chicago,joliet,Indeed,60.698
677987,223226,2/12/2018,,11,15.41,4.41,13.75,14-Louisville,LOUISVILLE,Indeed,60.6375
668150,207646,10/16/2017,10/18/2017,11,15.95,4.95,12.25,05-Elyria,Elyria,Walk-In,60.6375
676414,222801,1/10/2018,1/22/2018,10,13.3,3.3,18.37,07-Columbus East,Reynoldsburg,Walk-In,60.621
668537,208456,10/25/2017,10/30/2017,15,19.8,4.8,12.61,11-Florence,walton,Friend/Relative Referral,60.528
666592,186761,10/2/2017,10/4/2017,9,12.78,3.78,16,06-Akron,Monroe falls,Craigslist,60.48
677381,222988,1/31/2018,2/2/2018,9,11.52,2.52,24,06-Akron,Akron,Walk-In,60.48
672000,220735,11/20/2017,11/30/2017,13,16.77,3.77,16,12-Chicago,Bolingbrook,Friend/Relative Referral,60.32
672724,221255,11/29/2017,12/5/2017,13,16.77,3.77,16,12-Chicago,Burbank,Walk-In,60.32
672722,221256,11/29/2017,12/5/2017,13,16.77,3.77,16,12-Chicago,Chicago,Walk-In,60.32
675992,208576,1/9/2018,1/16/2018,11,14.52,3.52,17.12,07-Columbus East,Columbus,Friend/Relative Referral,60.2624
669438,208770,11/2/2017,11/4/2017,10.5,13.97,3.47,17.33,14-Louisville,louisville,,60.1351
673956,207634,12/7/2017,12/8/2017,10,13.25,3.25,18.5,12-Chicago,Joliet,,60.125
669433,208706,11/2/2017,11/4/2017,10.5,13.97,3.47,17.31,14-Louisville,lOUIVILLE,Other web site,60.0657
667884,187100,10/16/2017,10/18/2017,9.59,13.23,3.64,16.5,03-Independence,cleveland,Other web site,60.06
664328,184893,8/16/2017,8/16/2017,10,13,3,19.97,08-Columbus West,Columbus ,Friend/Relative Referral,59.91
669434,208703,11/2/2017,11/4/2017,10.5,13.97,3.47,17.25,14-Louisville,louisville,Craigslist,59.8575
676055,222415,1/5/2018,1/8/2018,8.3,10.96,2.66,22.5,03-Independence,cleveland,Indeed,59.85
677961,207953,2/12/2018,2/14/2018,11.5,15.24,3.74,16,11-Florence,CINCINNATI,Friend/Relative Referral,59.84
665765,186167,9/18/2017,9/20/2017,11.5,15.24,3.74,16,11-Florence,Cincinnati,,59.84
669253,208459,10/25/2017,10/30/2017,11.5,15.24,3.74,16,11-Florence,Cincinnati,Friend/Relative Referral,59.84
668558,184867,10/26/2017,10/31/2017,8.15,10.76,2.61,22.92,03-Independence,CLEVELAND,Other web site,59.8212
677466,223925,1/17/2018,,8.75,11.7,2.95,20.25,12-Chicago,Park Forest,,59.7375
675360,220713,12/26/2017,12/27/2018,12.55,16.94,4.39,13.6,05-Elyria,elyria,,59.704
676597,207449,1/16/2018,1/28/2018,11,14.85,3.85,15.5,07-Columbus East,Whitehall,Walk-In,59.675
667781,186281,10/11/2017,10/15/2017,10.5,13.55,3.05,19.5,12-Chicago,Burnham,Craigslist,59.475
668039,208142,10/19/2017,10/21/2017,14,18.48,4.48,13.27,11-Florence,cincinnati,Friend/Relative Referral,59.4496
669432,208705,11/2/2017,11/4/2017,10.5,13.97,3.47,17.13,14-Louisville,Louisville,Other web site,59.4411
675645,186226,1/3/2018,1/3/2018,12,15.96,3.96,15.01,11-Florence,Cincinnati,,59.4396
669450,208928,11/2/2017,11/4/2017,15,19.8,4.8,12.38,11-Florence,verona,Friend/Relative Referral,59.424
668151,207597,10/16/2017,10/19/2017,9.5,13.21,3.71,16,05-Elyria,Lorain,Friend/Relative Referral,59.36
676752,224019,1/22/2018,1/23/2018,9.5,12.83,3.33,17.75,06-Akron,Barberton,Friend/Relative Referral,59.1075
670193,209784,11/1/2017,11/16/2017,8.75,11.7,2.95,20,12-Chicago,Richton Park ,,59
676264,223572,1/9/2018,1/18/2018,8.75,11.7,2.95,20,12-Chicago,Chicago,,59
669007,208480,10/27/2017,10/30/2017,9.25,11.84,2.59,22.75,06-Akron,Akron,Walk-In,58.9225
667342,185453,10/4/2017,10/12/2017,11.5,15.24,3.74,15.75,11-Florence,Cincinnati ,Friend/Relative Referral,58.905
669431,208704,11/2/2017,11/4/2017,10.5,13.97,3.47,16.95,14-Louisville,lousville,Craigslist,58.8165
673901,209264,12/5/2017,12/16/2017,12.5,16.63,4.13,14.24,11-Florence,Cincinnati,Friend/Relative Referral,58.8112
673764,221642,12/5/2017,12/16/2017,12.5,16.63,4.13,14.24,11-Florence,cincinnati,Friend/Relative Referral,58.8112
676125,210421,1/10/2018,1/12/2018,8.75,11.2,2.45,24,06-Akron,Akron,Walk-In,58.8
673150,221671,12/7/2017,12/10/2017,8.75,11.2,2.45,24,06-Akron,Akron,Friend/Relative Referral,58.8
677745,222385,1/22/2018,1/31/2018,8.75,11.2,2.45,24,06-Akron,akron,Friend/Relative Referral,58.8
670993,186576,11/8/2017,12/3/2017,11.25,14.85,3.6,16.25,11-Florence,covington,Walk-In,58.5
668371,208425,10/24/2017,10/27/2017,11,14.19,3.19,18.3,12-Chicago,cicero,Friend/Relative Referral,58.377
670220,185463,11/2/2017,11/4/2017,10.5,13.97,3.47,16.82,14-Louisville,Radcliff,Walk-In,58.3654
669330,207321,11/1/2017,11/4/2017,10.5,13.97,3.47,16.8,14-Louisville,Lousiville,Zip Recruiter,58.296
665497,185921,9/12/2017,9/21/2017,10.5,13.97,3.47,16.8,14-Louisville,louisville,Indeed,58.296
675960,223165,1/5/2018,1/14/2018,11,14.52,3.52,16.56,07-Columbus East,columbus ,Walk-In,58.2912
669915,209106,10/31/2017,11/6/2017,12,15.48,3.48,16.75,07-Columbus East,COLUMBUS,,58.29
675963,223166,1/5/2018,1/12/2018,11,14.52,3.52,16.54,07-Columbus East,Columbus,Walk-In,58.2208
678348,223001,2/12/2018,2/13/2018,9.25,12.16,2.91,20,03-Independence,cleveland,Craigslist,58.2
664929,185052,8/28/2017,8/29/2017,11,14.58,3.58,16.25,11-Florence,Cincinnati,Friend/Relative Referral,58.175
669162,207830,11/1/2017,11/8/2017,11,14.63,3.63,16,11-Florence,Florence,Friend/Relative Referral,58.08
667796,187075,10/2/2017,10/3/2017,11.35,14.98,3.63,16,12-Chicago,Joliet,Indeed,58.08
668290,207529,10/23/2017,10/25/2017,11.35,14.98,3.63,16,12-Chicago,Chicago,Walk-In,58.08
663347,184233,8/3/2017,8/7/2017,11,14.63,3.63,16,11-Florence,cincinnati,Friend/Relative Referral,58.08
670218,208667,11/1/2017,11/4/2017,10.5,13.97,3.47,16.73,14-Louisville,louisville,,58.0531
677067,223958,1/17/2018,2/2/2018,9,11.52,2.52,23.03,12-Chicago,chicago,Craigslist,58.0356
673671,209219,11/21/2017,12/16/2017,14.5,19.14,4.64,12.5,14-Louisville,Louisville,Friend/Relative Referral,58
664363,184843,8/16/2017,8/18/2017,10.5,13.97,3.47,16.68,14-Louisville,Mt.Washington,Other web site,57.8796
674943,222138,12/19/2017,12/26/2017,10,13,3,19.25,05-Elyria,Elyria,Friend/Relative Referral,57.75
667222,186660,10/5/2017,10/8/2017,10.5,13.97,3.47,16.63,11-Florence,Cincinnati,Walk-In,57.7061
673774,209491,12/4/2017,12/8/2017,11.25,14.85,3.6,16,11-Florence,Crittenden,Friend/Relative Referral,57.6
674734,221594,12/15/2017,12/15/2017,11,14.52,3.52,16.36,14-Louisville,Louisville,Walk-In,57.5872
666819,207397,9/27/2017,10/10/2017,8.75,11.7,2.95,19.5,12-Chicago,Park Forest,,57.525
677659,185739,1/31/2018,,11,14.19,3.19,18,12-Chicago,Joliet ,Walk-In,57.42
669472,186741,10/22/2017,10/27/2017,11,14.58,3.58,16,11-Florence,Loveland,Friend/Relative Referral,57.28
669473,208402,10/22/2017,10/30/2017,11,14.58,3.58,16,11-Florence,glencoe,Other web site,57.28
669266,187110,10/25/2017,10/31/2017,11,14.58,3.58,16,11-Florence,Cincinnati,Friend/Relative Referral,57.28
668496,186083,10/19/2017,10/24/2017,11,14.58,3.58,16,11-Florence,cincinnati,Craigslist,57.28
668495,186089,10/19/2017,10/24/2017,11,14.58,3.58,16,11-Florence,cincinnati,Craigslist,57.28
665450,186003,9/10/2017,9/12/2017,11,14.58,3.58,16,11-Florence,Covington,Friend/Relative Referral,57.28
666168,186786,9/25/2017,10/4/2017,11,14.58,3.58,16,11-Florence,Ludlow,Friend/Relative Referral,57.28
672267,210202,11/19/2017,11/27/2017,11,14.58,3.58,16,11-Florence,Highland Heights ,Friend/Relative Referral,57.28
669963,207819,11/7/2017,11/8/2017,14,18.48,4.48,12.78,14-Louisville,Radcliff,Indeed,57.2544
672590,186996,11/29/2017,12/1/2017,11,14.58,3.58,15.98,06-Akron,akron,Indeed,57.2084
670248,208900,11/1/2017,11/5/2017,8.5,10.88,2.38,24,06-Akron,akron,Other web site,57.12
667010,186503,10/2/2017,10/9/2017,15,19.88,4.88,11.7,08-Columbus West,columbus,Walk-In,57.096
677481,185985,2/1/2018,2/1/2018,11.5,15.24,3.74,15.25,11-Florence,Dayton,,57.035
673338,221483,12/4/2017,12/6/2017,10,13,3,19,05-Elyria,Elyria,Friend/Relative Referral,57
665372,185794,9/5/2017,9/11/2017,10,13.25,3.25,17.5,12-Chicago,Park Forest,Craigslist,56.875
666757,184737,9/27/2017,9/28/2017,11,14.85,3.85,14.75,11-Florence,cincinnati,Craigslist,56.7875
669794,208991,11/1/2017,12/3/2017,10,12.8,2.8,20.28,12-Chicago,Chicago,,56.784
671404,209710,11/14/2017,11/18/2017,14,18.48,4.48,12.65,14-Louisville,Louisville,Craigslist,56.672
675629,222905,1/2/2018,1/5/2018,12,15.96,3.96,14.25,11-Florence,Independence,Friend/Relative Referral,56.43
669158,208759,10/31/2017,11/4/2017,15,19.8,4.8,11.75,11-Florence,ludlow,Walk-In,56.4
665912,186523,9/19/2017,9/20/2017,11,14.58,3.58,15.75,11-Florence,Highland Heights,Friend/Relative Referral,56.385
671686,209948,11/11/2017,11/12/2017,14.5,19.14,4.64,12.12,14-Louisville,Louisville,Craigslist,56.2368
672578,221282,11/30/2017,12/4/2017,11,14.08,3.08,18.25,06-Akron,Akron,Other web site,56.21
672488,221207,11/29/2017,12/6/2017,11,14.85,3.85,14.58,12-Chicago,Bolingbrook ,,56.133
675366,185900,12/28/2017,12/31/2017,11,14.52,3.52,15.93,07-Columbus East,Whitehall,Friend/Relative Referral,56.0736
665181,185973,8/28/2017,9/14/2017,8.75,11.7,2.95,19,12-Chicago,Flossmoor,,56.05
665703,186382,9/14/2017,10/6/2017,8.75,11.7,2.95,19,12-Chicago,Chicago,,56.05
667062,207622,10/2/2017,10/19/2017,8.75,11.7,2.95,19,12-Chicago,Monee,,56.05
671826,209985,11/14/2017,12/8/2017,8.75,11.7,2.95,19,12-Chicago,Richton Park,,56.05
676815,223918,1/15/2018,1/22/2018,8.75,11.7,2.95,19,12-Chicago,Park Forest,,56.05
672628,220739,11/21/2017,11/22/2017,11,14.85,3.85,14.5,11-Florence,cincinnati,Friend/Relative Referral,55.825
672568,220930,11/22/2017,11/28/2017,11.25,14.85,3.6,15.5,11-Florence,cincinnati,Friend/Relative Referral,55.8
663090,184332,7/24/2017,8/3/2017,8.25,11.04,2.79,20,12-Chicago,Chicago Heights,,55.8
669366,209091,11/2/2017,11/2/2017,12,15.48,3.48,16,07-Columbus East,reynoldsburg,Friend/Relative Referral,55.68
669865,184645,10/31/2017,11/24/2017,12,15.48,3.48,16,07-Columbus East,COLUMBUS,,55.68
671535,209544,11/7/2017,11/11/2017,12,15.48,3.48,16,07-Columbus East,Columbus,,55.68
671947,210061,11/13/2017,11/20/2017,12,15.48,3.48,16,07-Columbus East,Columbus,,55.68
664828,185729,9/1/2017,9/5/2017,10.5,13.97,3.47,16,06-Akron,canton,,55.52
670395,209446,11/11/2017,11/12/2017,14.5,19.14,4.64,11.95,14-Louisville,Louisville,Indeed,55.448
664829,185668,9/1/2017,9/5/2017,9,11.52,2.52,22,06-Akron,akron,Friend/Relative Referral,55.44
673675,210041,11/14/2017,12/16/2017,14,18.48,4.48,12.37,14-Louisville,Louisville,Walk-In,55.4176
668342,187186,10/16/2017,10/26/2017,10,13.5,3.5,15.83,12-Chicago,Bolingbrook ,,55.405
668345,208057,10/19/2017,10/25/2017,10,13.5,3.5,15.83,12-Chicago,Chicago,Friend/Relative Referral,55.405
677157,224257,1/26/2018,,10,14.5,4.5,12.3,05-Elyria,Lorain,Friend/Relative Referral,55.35
675245,220846,12/21/2017,1/12/2018,11.3,15.03,3.73,14.83,08-Columbus West,Columbus,Craigslist,55.3159
669030,208486,10/25/2017,10/27/2017,10,13.5,3.5,15.76,12-Chicago,chicago,Walk-In,55.16
665027,185453,9/1/2017,9/5/2017,12,15.84,3.84,14.34,11-Florence,Cincinnati ,Friend/Relative Referral,55.0656
672086,220820,11/24/2017,11/24/2017,14,18.48,4.48,12.27,14-Louisville,Louisville,Friend/Relative Referral,54.9696
672088,220793,11/24/2017,11/25/2017,14,18.48,4.48,12.26,14-Louisville,Louisville,Craigslist,54.9248
674010,221704,12/11/2017,12/14/2017,12.35,16.67,4.32,12.7,06-Akron,Lorain,Friend/Relative Referral,54.864
673028,221230,12/6/2017,12/7/2017,9,12.78,3.78,14.5,06-Akron,Akron,Friend/Relative Referral,54.81
669647,209383,11/6/2017,11/8/2017,11,14.52,3.52,15.54,07-Columbus East,Columbus,Craigslist,54.7008
669749,208626,11/6/2017,11/8/2017,11,14.08,3.08,17.75,06-Akron,tallmadge,Craigslist,54.67
672023,209271,11/22/2017,11/29/2017,10,13.2,3.2,17.08,09-Lancaster,Lancaster,Other web site,54.656
668494,208080,10/19/2017,10/20/2017,11,14.58,3.58,15.25,11-Florence,cincinnati,Indeed,54.595
669022,208485,10/25/2017,10/27/2017,10,13.5,3.5,15.58,12-Chicago,Chicago,Advanced Careers,54.53
678360,224628,2/13/2018,,12.35,16.67,4.32,12.6,05-Elyria,Lorain,Walk-In,54.432
664973,185583,8/30/2017,9/2/2017,11.5,15.53,4.03,13.5,07-Columbus East,Whitehall,Walk-In,54.405
676843,223688,1/17/2018,1/22/2018,11,14.63,3.63,14.98,08-Columbus West,grove city,Craigslist,54.3774
676729,223968,1/19/2018,2/2/2018,9,11.52,2.52,21.55,12-Chicago,Chicago,,54.306
671617,210615,11/20/2017,11/30/2017,10.5,14.18,3.68,14.75,07-Columbus East,Columbus,Friend/Relative Referral,54.28
677245,224240,1/25/2018,,11.35,14.98,3.63,14.95,07-Columbus East,columbus,Friend/Relative Referral,54.2685
675393,208438,1/3/2018,1/8/2018,11.5,15.24,3.74,14.5,11-Florence,Cincinnati,Craigslist,54.23
668061,207498,10/18/2017,10/21/2017,13,17.16,4.16,13.02,11-Florence,Covington ,Friend/Relative Referral,54.1632
675204,207964,12/26/2017,12/31/2017,11.35,14.88,3.53,15.32,07-Columbus East,canal winchester ,Indeed,54.0796
673339,221572,12/7/2017,12/8/2017,10,14.5,4.5,12,05-Elyria,Lorain,Indeed,54
672982,221304,12/2/2017,12/16/2017,14.5,19.14,4.64,11.6,14-Louisville,Louisville,Indeed,53.824
670459,208908,11/5/2017,11/8/2017,14,18.48,4.48,12,14-Louisville,Louisville,Indeed,53.76
669123,208191,10/16/2017,10/31/2017,10,12.8,2.8,19.17,12-Chicago,Bolingbrook,Friend/Relative Referral,53.676
670815,210018,11/10/2017,11/15/2017,10,12.8,2.8,19.17,12-Chicago,Chicago,,53.676
675654,222619,12/26/2017,1/5/2018,10,13.25,3.25,16.5,12-Chicago,Bolingbrook,,53.625
674062,221189,12/15/2017,12/16/2017,14.5,19.14,4.64,11.53,14-Louisville,Louisville,Friend/Relative Referral,53.4992
662958,184141,8/2/2017,8/4/2017,8.25,10.89,2.64,20.25,03-Independence,CLEVELAND,,53.46
669942,209208,11/1/2017,11/24/2017,10,12.8,2.8,19.04,12-Chicago,Chicago,,53.312
675203,222605,12/27/2017,12/28/2017,10.5,13.86,3.36,15.83,14-Louisville,Louisville,Walk-In,53.1888
670191,209802,11/1/2017,11/16/2017,8.75,11.7,2.95,18,12-Chicago,Chicago,Indeed,53.1
671001,209806,11/8/2017,11/16/2017,8.75,11.7,2.95,18,12-Chicago,Chicago,,53.1
663314,184526,8/7/2017,8/17/2017,8.25,11.04,2.79,19,12-Chicago,Beecher,,53.01
673801,221932,12/8/2017,12/14/2017,8.25,11.04,2.79,19,12-Chicago,Hazel Crest ,,53.01
669361,208359,11/1/2017,11/2/2017,11,14.63,3.63,14.6,14-Louisville,luoisville,Indeed,52.998
669756,207886,11/1/2017,11/1/2017,11,14.85,3.85,13.75,11-Florence,Cincinnati,Walk-In,52.9375
671275,209672,11/7/2017,11/16/2017,11,15.41,4.41,12,14-Louisville,Louisville,Craigslist,52.92
664778,185292,8/25/2017,8/29/2017,10.5,13.97,3.47,15.25,14-Louisville,Radcliff,Craigslist,52.9175
665668,184972,9/13/2017,9/14/2017,11,14.63,3.63,14.57,14-Louisville,Louisville,Craigslist,52.8891
669635,209312,11/7/2017,11/24/2017,10,13.3,3.3,16,07-Columbus East,Columbus ,Friend/Relative Referral,52.8
677934,221976,2/12/2018,,10,13.3,3.3,16,08-Columbus West,columbus,,52.8
669138,207393,10/31/2017,11/1/2017,8.15,11.08,2.93,18,03-Independence,cleveland,Walk-In,52.74
667981,187102,10/19/2017,10/25/2017,10,12.8,2.8,18.8,12-Chicago,Chicago,,52.64
