Item_ID,AIdent,Hours_Worked,Activation,Completion
673250,220848,12,12/3/2017,12/10/2017
674197,220852,6,11/26/2017,12/17/2017
674504,220852,6,11/26/2017,12/3/2017
672183,220854,4.95,11/19/2017,12/3/2017
672748,220857,4.25,11/26/2017,12/3/2017
672006,220862,57.5,11/19/2017,12/3/2017
671910,220864,15,11/12/2017,11/26/2017
671928,220864,7.5,12/3/2017,12/10/2017
672843,220865,404,12/3/2017,2/25/2018
672750,220866,74.25,11/26/2017,12/17/2017
671935,220867,270.25,11/12/2017,1/21/2018
671913,220868,133.75,11/12/2017,1/7/2018
672016,220871,67.2,11/19/2017,12/3/2017
672015,220872,131.4,11/19/2017,12/17/2017
673241,220873,112,12/3/2017,12/31/2017
672122,220874,37.52,11/19/2017,12/3/2017
671937,220875,58.75,11/12/2017,12/10/2017
671932,220876,7.5,11/12/2017,11/19/2017
673108,220878,8,11/26/2017,12/3/2017
671951,220879,340.75,11/12/2017,1/28/2018
671952,220880,245.25,11/12/2017,12/24/2017
672219,220881,38.6,11/26/2017,12/3/2017
671953,220882,421.75,11/12/2017,2/18/2018
671954,220883,219.75,11/12/2017,12/24/2017
671955,220884,80.25,11/12/2017,12/3/2017
671956,220885,446.75,11/12/2017,2/18/2018
671957,220886,363.25,11/12/2017,1/21/2018
671958,220887,457.75,11/12/2017,2/18/2018
671959,220888,344.25,11/12/2017,1/7/2018
675455,220889,89,12/24/2017,1/21/2018
677662,220889,24.5,1/28/2018,2/4/2018
672505,220896,148,11/26/2017,1/7/2018
677484,220896,80.5,1/28/2018,2/18/2018
672356,220898,175.5,11/19/2017,12/24/2017
675291,220898,8.75,12/24/2017,12/31/2017
672188,220903,4.23,11/26/2017,12/3/2017
672685,220906,256.5,12/3/2017,1/21/2018
672212,220908,414.75,11/26/2017,2/18/2018
672121,220911,32.26,11/19/2017,12/3/2017
672022,220913,6.75,11/5/2017,11/12/2017
673074,220914,491.46,11/26/2017,2/25/2018
672252,220915,240.9,11/19/2017,12/24/2017
676232,220916,8,1/7/2018,1/14/2018
672885,220917,94.5,11/26/2017,12/17/2017
672083,220918,129.4,11/19/2017,12/17/2017
672214,220919,31.83,11/26/2017,12/3/2017
675863,220919,14.5,12/31/2017,1/7/2018
672029,220920,60,11/12/2017,12/3/2017
675560,220920,7.5,12/24/2017,12/31/2017
677999,220920,43.5,2/4/2018,2/25/2018
672752,220921,21.5,11/26/2017,12/3/2017
672027,220924,241.5,11/12/2017,1/28/2018
673053,220926,26.51,11/26/2017,12/17/2017
672568,220930,15.5,11/19/2017,12/3/2017
673632,220930,23.25,12/3/2017,12/17/2017
676739,220932,22.5,1/14/2018,1/28/2018
677750,220932,125.1,1/28/2018,2/25/2018
672570,220933,12.5,11/19/2017,12/3/2017
672489,220934,4,11/19/2017,11/26/2017
672818,220935,22.42,11/26/2017,12/3/2017
673371,220936,231.75,12/3/2017,1/21/2018
677813,220936,127,1/28/2018,2/25/2018
672123,220939,135.02,11/19/2017,12/17/2017
676954,220940,81.54,1/14/2018,2/11/2018
673079,220941,8,11/26/2017,12/3/2017
673076,220943,4.03,11/26/2017,12/3/2017
672431,220946,1.75,11/19/2017,11/26/2017
672125,220952,175.39,11/19/2017,12/17/2017
674654,220952,200.12,12/17/2017,2/11/2018
672427,220953,31.5,11/26/2017,12/10/2017
672819,220954,105.06,11/26/2017,12/17/2017
674687,220954,49.15,12/17/2017,12/31/2017
672124,220955,192.34,11/19/2017,12/17/2017
674653,220955,107.22,12/17/2017,1/14/2018
672543,220956,6.81,11/19/2017,11/26/2017
673608,220962,48,12/3/2017,12/17/2017
673210,220965,7.5,11/26/2017,12/3/2017
672138,220971,231.3,11/25/2017,1/13/2018
672820,220978,83.5,11/26/2017,12/17/2017
673106,220980,7.5,11/26/2017,12/3/2017
677206,220982,115.83,1/28/2018,2/18/2018
672691,220983,454.25,11/26/2017,2/25/2018
672275,220984,57,11/19/2017,12/10/2017
672118,220985,69.25,11/19/2017,12/3/2017
672483,220985,98.07,12/3/2017,12/31/2017
672266,220986,159.1,11/19/2017,12/24/2017
672276,220988,201.5,11/19/2017,1/14/2018
672379,220990,10.93,11/26/2017,12/3/2017
672757,220991,84.25,11/26/2017,12/10/2017
674229,220991,12.5,12/10/2017,12/17/2017
676932,220991,82.55,1/14/2018,2/11/2018
673202,220992,30,12/3/2017,12/10/2017
672354,220993,34.5,11/26/2017,12/3/2017
672706,220994,1,11/26/2017,12/3/2017
672708,220994,54.4,11/26/2017,12/10/2017
674234,220994,334,12/10/2017,2/18/2018
672455,220995,22.5,11/26/2017,12/3/2017
673211,220995,121.17,12/3/2017,12/31/2017
673111,220999,43.25,11/26/2017,12/10/2017
673944,220999,93.41,12/10/2017,1/7/2018
672544,221000,23.4,11/19/2017,12/17/2017
672550,221001,25.81,11/19/2017,12/17/2017
674556,221001,18.75,12/17/2017,1/21/2018
672973,221004,56.92,11/26/2017,12/10/2017
672380,221005,56.65,11/26/2017,12/3/2017
673676,221005,0.08,12/3/2017,12/10/2017
678234,221007,4,11/26/2017,12/3/2017
672648,221009,38.77,11/26/2017,12/17/2017
677365,221016,10.5,1/21/2018,1/28/2018
673666,221017,466,12/3/2017,2/25/2018
672382,221021,48.18,11/26/2017,12/3/2017
672381,221022,48.2,11/26/2017,12/3/2017
672821,221025,143.4,11/26/2017,12/17/2017
674689,221025,110.58,12/17/2017,1/14/2018
673070,221026,24.1,11/26/2017,12/3/2017
672822,221027,110.63,11/26/2017,12/17/2017
674690,221027,319.15,12/17/2017,2/25/2018
672658,221031,78.69,11/26/2017,12/17/2017
674657,221031,321.01,12/17/2017,2/25/2018
672383,221032,40.64,11/26/2017,12/10/2017
675351,221041,16,12/24/2017,12/31/2017
672829,221043,80,11/26/2017,12/10/2017
672643,221044,23.25,11/26/2017,12/3/2017
672729,221044,27.5,12/3/2017,12/10/2017
675955,221044,10,12/31/2017,1/7/2018
672814,221053,520,11/26/2017,2/25/2018
672893,221054,520,11/26/2017,2/25/2018
673544,221055,219,12/10/2017,2/4/2018
672202,221056,480,11/19/2017,2/25/2018
672940,221058,48,11/26/2017,12/10/2017
672385,221061,6.98,11/26/2017,12/3/2017
672994,221062,110.25,11/26/2017,12/17/2017
673007,221063,12,11/26/2017,12/3/2017
672991,221064,60.5,11/26/2017,12/10/2017
673137,221065,521,12/3/2017,2/25/2018
672984,221068,30.65,11/26/2017,12/3/2017
673091,221072,184.5,11/26/2017,12/24/2017
674499,221072,15,12/17/2017,12/31/2017
673232,221073,24,11/26/2017,12/17/2017
673566,221073,39.6,12/3/2017,12/10/2017
672721,221080,492.46,11/26/2017,2/25/2018
675346,221082,1.75,12/24/2017,12/31/2017
674250,221083,58.5,12/10/2017,1/14/2018
672976,221084,2.23,11/26/2017,12/3/2017
672467,221085,160.25,11/26/2017,1/14/2018
672879,221086,7.25,11/26/2017,12/3/2017
676986,221086,151.54,1/14/2018,2/25/2018
672977,221088,11.42,11/26/2017,12/3/2017
672776,221090,103.5,11/26/2017,12/24/2017
672387,221093,6.9,11/26/2017,12/3/2017
672999,221095,2.25,11/26/2017,12/3/2017
672389,221098,174.65,11/26/2017,12/17/2017
672980,221103,2.75,11/26/2017,12/3/2017
672388,221104,2.21,11/26/2017,12/3/2017
673059,221105,368.38,11/26/2017,2/4/2018
673948,221108,4,11/26/2017,12/3/2017
672402,221110,87,11/26/2017,12/17/2017
674961,221110,62.25,12/17/2017,12/31/2017
675244,221110,57.5,12/31/2017,1/28/2018
678414,221110,56,2/11/2018,2/25/2018
672650,221116,94.3,11/26/2017,12/17/2017
674655,221116,31.72,12/17/2017,12/24/2017
672651,221118,90.72,11/26/2017,12/17/2017
674656,221118,31.72,12/17/2017,12/24/2017
672391,221119,20.07,11/26/2017,12/3/2017
672390,221120,20.26,11/26/2017,12/3/2017
672441,221121,172.81,11/25/2017,12/23/2017
677587,221121,128.75,1/28/2018,2/25/2018
677588,221121,8,1/28/2018,2/4/2018
672851,221122,97.25,12/3/2017,12/31/2017
676058,221122,256,12/31/2017,2/25/2018
673302,221124,73.5,12/3/2017,12/17/2017
675183,221124,280,12/17/2017,2/11/2018
672831,221125,72,11/26/2017,12/17/2017
673105,221126,463,11/26/2017,2/25/2018
672805,221128,4.05,12/3/2017,12/10/2017
673361,221128,395.5,12/10/2017,2/25/2018
672795,221130,85.25,12/3/2017,12/17/2017
674717,221130,25,12/17/2017,12/24/2017
672981,221131,15,11/26/2017,12/3/2017
673121,221132,185.9,11/26/2017,12/31/2017
675693,221132,24.2,12/31/2017,1/7/2018
676848,221132,107.72,1/14/2018,2/4/2018
672714,221134,7,11/26/2017,12/3/2017
672425,221140,91.25,11/26/2017,12/17/2017
672216,221141,184.94,11/26/2017,12/24/2017
672440,221144,69.5,11/26/2017,12/17/2017
674906,221144,83.38,12/17/2017,1/14/2018
676425,221144,27.72,1/7/2018,1/28/2018
673280,221145,211.5,12/10/2017,1/28/2018
673392,221146,0.25,12/3/2017,12/10/2017
673618,221146,201.9,12/10/2017,1/28/2018
673330,221148,122,12/3/2017,1/7/2018
672428,221149,31.75,11/26/2017,12/3/2017
675441,221149,38.95,12/24/2017,1/14/2018
673244,221151,62.5,12/3/2017,12/24/2017
673107,221152,71.75,11/26/2017,12/10/2017
673110,221157,69,11/26/2017,12/17/2017
673098,221173,78.15,11/26/2017,12/17/2017
673318,221174,149.75,12/3/2017,12/24/2017
675317,221174,205.5,12/24/2017,1/28/2018
678125,221175,19.93,2/10/2018,2/17/2018
672414,221176,8,11/26/2017,12/3/2017
672919,221177,347,11/26/2017,2/4/2018
672653,221179,75.53,11/26/2017,12/17/2017
674629,221179,5.37,12/17/2017,12/24/2017
672692,221180,5,11/26/2017,12/3/2017
672462,221181,122,11/26/2017,12/17/2017
675933,221181,26.6,12/31/2017,1/7/2018
676521,221181,264.89,1/7/2018,2/25/2018
672451,221182,496.75,11/25/2017,2/24/2018
672448,221183,265.14,11/25/2017,1/13/2018
672974,221186,65.4,11/26/2017,12/10/2017
672587,221187,567.05,11/25/2017,2/24/2018
672657,221189,23.1,11/26/2017,12/3/2017
674062,221189,11.53,12/10/2017,12/17/2017
674744,221189,23.46,12/17/2017,12/24/2017
672887,221191,137,11/26/2017,12/31/2017
672983,221192,25.62,11/26/2017,12/3/2017
672966,221195,184.25,11/26/2017,12/24/2017
675312,221195,161.25,12/24/2017,1/28/2018
672767,221196,33.5,11/26/2017,12/17/2017
673032,221199,57.25,11/26/2017,12/10/2017
672654,221200,36.25,11/26/2017,12/17/2017
672835,221203,24,11/26/2017,12/3/2017
673562,221203,112,12/3/2017,12/24/2017
674928,221203,270.63,12/24/2017,2/18/2018
674929,221203,64,1/21/2018,2/25/2018
672701,221204,108.19,12/3/2017,12/31/2017
675521,221204,270.75,12/31/2017,2/25/2018
674061,221206,6.75,12/10/2017,12/17/2017
672488,221207,14.58,11/26/2017,12/3/2017
672949,221209,145,11/26/2017,12/24/2017
672782,221210,46,11/26/2017,12/10/2017
673045,221211,77.75,11/26/2017,12/17/2017
674662,221211,15.75,12/17/2017,12/24/2017
672395,221213,141.5,11/26/2017,12/31/2017
676000,221213,31.93,1/7/2018,1/21/2018
674166,221215,371.5,12/10/2017,2/25/2018
672439,221217,5,11/26/2017,12/3/2017
672727,221219,2.5,11/26/2017,12/3/2017
677638,221220,130.25,1/28/2018,2/25/2018
672661,221225,10.08,11/25/2017,12/2/2017
672574,221227,349.3,11/26/2017,1/28/2018
672720,221228,134,11/26/2017,12/17/2017
674139,221229,17.88,12/10/2017,12/17/2017
673028,221230,14.5,12/3/2017,12/10/2017
672475,221234,148,11/26/2017,12/24/2017
672655,221235,0.5,11/26/2017,12/3/2017
673850,221236,32.48,12/3/2017,12/17/2017
672978,221240,5.83,11/26/2017,12/3/2017
672824,221241,4,11/26/2017,12/3/2017
673835,221249,371.68,12/3/2017,2/11/2018
673109,221251,333.2,11/26/2017,1/28/2018
677274,221251,136.25,1/28/2018,2/25/2018
672724,221255,16,11/26/2017,12/3/2017
672722,221256,16,11/26/2017,12/3/2017
672888,221261,488,11/26/2017,2/25/2018
672783,221264,40,11/26/2017,12/10/2017
673062,221267,14.07,11/26/2017,12/3/2017
672333,221268,409.5,11/19/2017,2/18/2018
672334,221269,33.25,11/19/2017,12/3/2017
673264,221274,466.91,12/3/2017,2/25/2018
673581,221280,86.17,12/3/2017,12/17/2017
672578,221282,18.25,11/26/2017,12/10/2017
673292,221283,50,12/3/2017,12/17/2017
672825,221284,5.57,11/26/2017,12/3/2017
673704,221290,148.2,12/3/2017,1/14/2018
676335,221290,155,1/7/2018,2/11/2018
672569,221296,516,11/26/2017,2/25/2018
672681,221297,164.3,11/26/2017,12/17/2017
674658,221297,42.68,12/17/2017,12/24/2017
672705,221299,39,12/3/2017,12/10/2017
672485,221300,209.1,11/19/2017,12/24/2017
675326,221300,39.53,12/24/2017,1/7/2018
676244,221300,93.25,1/7/2018,1/28/2018
672688,221302,91.25,11/26/2017,12/24/2017
672982,221304,11.6,11/26/2017,12/10/2017
672826,221307,4.22,11/26/2017,12/3/2017
673590,221311,113.25,12/3/2017,12/24/2017
676369,221311,43.75,12/31/2017,1/21/2018
672894,221312,132.9,11/26/2017,12/24/2017
672556,221314,4.25,11/26/2017,12/3/2017
673572,221315,101.96,12/3/2017,12/17/2017
674706,221315,287.26,12/17/2017,2/11/2018
673117,221316,7.5,11/26/2017,12/3/2017
673118,221317,7.5,11/26/2017,12/3/2017
672959,221322,9,11/26/2017,12/3/2017
672827,221328,43,11/26/2017,12/10/2017
673020,221332,448,11/26/2017,2/25/2018
678450,221334,9,2/11/2018,2/18/2018
678015,221335,3.75,2/11/2018,2/18/2018
676842,221337,23,1/14/2018,1/21/2018
672828,221338,91.1,11/26/2017,12/17/2017
672938,221340,382.36,12/3/2017,2/4/2018
677883,221340,77.94,2/4/2018,2/18/2018
673061,221342,70.73,11/26/2017,12/17/2017
673058,221343,61.64,11/26/2017,12/17/2017
673133,221344,7,11/26/2017,12/3/2017
672804,221346,53.38,12/3/2017,12/10/2017
672960,221347,13,11/26/2017,12/3/2017
673001,221348,148.75,11/26/2017,12/24/2017
675314,221348,95.25,12/24/2017,1/14/2018
673060,221350,85.83,11/26/2017,12/17/2017
673067,221360,44.09,11/26/2017,12/17/2017
673066,221361,37.97,11/26/2017,12/17/2017
676564,221363,73.5,1/7/2018,1/28/2018
673402,221368,16.75,12/10/2017,12/17/2017
673157,221370,37,12/3/2017,12/10/2017
672896,221371,96.1,11/26/2017,12/24/2017
675984,221371,45.36,12/31/2017,1/14/2018
675192,221376,24.5,12/24/2017,1/7/2018
673753,221378,168.63,12/3/2017,1/7/2018
676297,221378,254.13,1/7/2018,2/25/2018
673064,221380,44.92,11/26/2017,12/17/2017
672915,221383,7.5,12/3/2017,12/10/2017
673156,221383,16.08,12/3/2017,12/10/2017
672962,221384,147,11/26/2017,12/24/2017
675311,221384,173.5,12/24/2017,1/28/2018
673337,221385,129.5,12/3/2017,12/24/2017
675321,221385,196.25,12/24/2017,1/28/2018
673627,221387,18.5,12/10/2017,12/17/2017
673069,221388,11.18,11/26/2017,12/3/2017
674347,221390,335.66,12/10/2017,2/25/2018
672659,221395,5.25,11/25/2017,12/2/2017
673587,221401,32.42,12/3/2017,12/10/2017
673071,221402,43.13,11/26/2017,12/10/2017
673766,221404,475.33,12/3/2017,2/25/2018
673155,221407,61,12/3/2017,12/17/2017
674964,221407,139.5,12/17/2017,1/14/2018
676269,221407,71.75,1/14/2018,1/28/2018
673123,221408,28.9,11/26/2017,12/10/2017
677311,221408,7.4,1/28/2018,2/4/2018
673842,221413,101,12/3/2017,12/24/2017
674046,221414,13.43,12/10/2017,12/17/2017
674728,221414,49.25,12/17/2017,12/31/2017
673161,221415,3.75,12/3/2017,12/10/2017
673132,221417,10.7,11/26/2017,12/3/2017
672908,221419,110.75,12/3/2017,12/24/2017
673093,221420,217.7,11/26/2017,12/24/2017
673100,221421,201.6,11/26/2017,12/24/2017
676015,221421,268.5,12/31/2017,2/25/2018
677535,221421,48,1/28/2018,2/4/2018
677773,221423,154,2/4/2018,2/25/2018
673585,221427,87.59,12/3/2017,12/17/2017
674708,221427,264.45,12/17/2017,2/18/2018
672916,221428,224.5,12/3/2017,1/14/2018
677021,221428,30.6,1/14/2018,1/28/2018
672682,221431,494.1,11/26/2017,2/25/2018
677578,221431,6.5,1/28/2018,2/4/2018
673600,221432,20.87,12/3/2017,12/10/2017
673605,221435,72.9,12/3/2017,12/17/2017
673568,221437,32.8,12/3/2017,12/10/2017
672793,221439,7.25,12/3/2017,12/10/2017
672794,221440,7.25,12/3/2017,12/10/2017
672808,221450,161.78,12/3/2017,1/14/2018
676788,221450,24,1/21/2018,1/28/2018
672920,221453,370.75,11/26/2017,2/18/2018
673397,221457,65.25,12/10/2017,12/24/2017
676305,221457,22.98,1/14/2018,1/21/2018
672847,221458,98,12/3/2017,12/31/2017
672669,221464,345.5,11/26/2017,2/18/2018
672918,221464,89.25,12/10/2017,12/24/2017
673855,221466,199.27,12/3/2017,12/31/2017
675741,221466,354.06,12/10/2017,2/25/2018
673650,221468,135.5,12/3/2017,12/24/2017
672687,221474,40,12/3/2017,12/10/2017
674064,221479,9.23,12/10/2017,12/17/2017
674746,221479,48.9,12/17/2017,1/7/2018
673338,221483,19,12/3/2017,12/10/2017
673354,221484,104.5,12/3/2017,12/24/2017
675299,221484,136.5,12/24/2017,1/28/2018
673611,221486,33.99,12/3/2017,12/17/2017
672680,221487,18,11/26/2017,12/10/2017
673190,221487,347.48,12/3/2017,2/11/2018
673193,221489,8.75,11/26/2017,12/24/2017
673612,221490,102.09,12/3/2017,12/17/2017
674712,221490,383.93,12/17/2017,2/11/2018
672775,221493,13.5,12/3/2017,12/10/2017
673299,221494,128,12/3/2017,12/31/2017
673197,221495,13,11/26/2017,12/10/2017
673854,221495,12,12/3/2017,12/10/2017
672709,221496,162.05,12/2/2017,12/23/2017
673198,221497,18.5,11/26/2017,12/24/2017
673609,221499,33.87,12/3/2017,12/17/2017
674047,221502,10.59,12/10/2017,12/17/2017
674729,221502,49.21,12/17/2017,12/31/2017
673656,221506,1,12/3/2017,12/10/2017
673662,221506,140.07,12/3/2017,1/7/2018
673567,221510,13.82,12/3/2017,12/10/2017
674037,221511,4,12/10/2017,12/17/2017
677372,221514,18.2,1/21/2018,1/28/2018
678232,221514,19.72,2/4/2018,2/11/2018
673575,221518,49.91,12/3/2017,12/17/2017
674136,221524,23.17,12/10/2017,12/17/2017
673643,221525,43.75,12/3/2017,12/17/2017
673322,221534,175.75,12/3/2017,12/24/2017
675318,221534,178.75,12/24/2017,1/28/2018
673916,221535,7,12/3/2017,12/10/2017
674345,221535,99.97,12/10/2017,1/7/2018
673363,221538,109,12/3/2017,12/24/2017
675297,221538,208,12/24/2017,1/28/2018
673357,221540,13.5,12/3/2017,12/10/2017
673364,221541,126.5,12/3/2017,12/24/2017
675296,221541,40.25,12/24/2017,1/7/2018
674402,221554,56,12/10/2017,12/24/2017
676724,221554,52.6,1/7/2018,1/21/2018
677379,221554,3.9,1/21/2018,1/28/2018
673152,221561,50.75,12/3/2017,12/17/2017
674963,221561,130.5,12/17/2017,1/14/2018
676479,221561,194.5,1/14/2018,2/25/2018
673610,221567,182,12/3/2017,2/4/2018
674067,221570,9,12/10/2017,12/24/2017
673606,221571,94.68,12/3/2017,12/17/2017
674710,221571,41.23,12/17/2017,1/7/2018
673339,221572,12,12/3/2017,12/10/2017
676362,221572,256.75,1/7/2018,2/25/2018
673138,221576,386.25,12/3/2017,2/18/2018
672910,221577,27.75,12/3/2017,12/10/2017
674725,221579,4,12/10/2017,12/17/2017
676797,221580,1,1/14/2018,1/21/2018
676799,221580,23.47,1/21/2018,1/28/2018
674258,221584,55.5,12/17/2017,1/7/2018
673140,221587,85,12/3/2017,1/7/2018
673383,221588,41.75,12/3/2017,12/17/2017
675591,221589,56.5,12/31/2017,1/14/2018
672928,221590,193,12/3/2017,1/7/2018
676448,221590,29.3,1/7/2018,1/14/2018
673307,221591,11,12/3/2017,12/10/2017
673305,221592,11,12/3/2017,12/10/2017
674052,221594,13.75,12/10/2017,12/17/2017
674734,221594,16.36,12/17/2017,12/24/2017
672937,221595,111.9,12/3/2017,12/31/2017
676006,221595,27.83,12/31/2017,1/7/2018
673301,221596,48,12/3/2017,12/17/2017
675181,221596,217.5,12/17/2017,2/4/2018
673569,221598,91.65,12/3/2017,12/17/2017
674704,221598,103.62,12/17/2017,1/7/2018
672929,221599,115,12/3/2017,12/24/2017
673336,221600,27.75,12/3/2017,12/10/2017
673340,221601,35.5,12/3/2017,12/17/2017
674496,221602,143.1,12/17/2017,1/14/2018
673149,221603,437.28,12/3/2017,2/25/2018
673814,221607,102.2,12/3/2017,12/24/2017
673895,221607,17.75,12/3/2017,12/17/2017
673586,221608,13.82,12/3/2017,12/10/2017
673584,221611,13.25,12/3/2017,12/10/2017
672906,221615,187,12/3/2017,1/14/2018
673388,221627,36.25,12/3/2017,12/17/2017
675197,221627,39.15,12/24/2017,1/7/2018
673620,221628,27,12/3/2017,12/10/2017
674267,221628,137.2,12/10/2017,1/21/2018
673188,221629,58.85,12/3/2017,12/17/2017
676631,221629,238,1/14/2018,2/25/2018
672853,221631,198.75,12/3/2017,1/14/2018
673803,221637,7.5,12/3/2017,12/10/2017
673885,221638,61.35,12/3/2017,12/17/2017
673849,221639,51.81,12/3/2017,12/24/2017
673764,221642,14.24,12/3/2017,12/17/2017
674235,221642,11.5,12/10/2017,12/17/2017
673560,221643,44.25,12/10/2017,12/24/2017
673390,221650,15.75,12/3/2017,12/10/2017
673818,221651,74.5,12/3/2017,12/24/2017
674408,221652,18.88,12/3/2017,12/17/2017
674083,221655,43.42,12/10/2017,12/24/2017
673089,221657,118,12/3/2017,12/24/2017
674054,221660,13.85,12/10/2017,12/17/2017
674736,221660,13.4,12/17/2017,12/24/2017
675213,221661,80.05,12/24/2017,1/21/2018
673638,221665,133.5,12/10/2017,1/14/2018
673150,221671,24,12/3/2017,12/10/2017
674266,221671,168,12/10/2017,1/14/2018
676270,221671,240.5,1/14/2018,2/25/2018
673017,221673,77.15,12/3/2017,12/24/2017
673185,221674,124.52,12/3/2017,12/31/2017
676450,221674,224,1/14/2018,2/25/2018
673716,221681,7.5,12/3/2017,12/10/2017
674163,221684,383,12/10/2017,2/25/2018
673209,221686,56,12/3/2017,12/17/2017
674439,221686,34.67,12/17/2017,12/31/2017
676050,221686,3.08,12/31/2017,1/7/2018
673287,221688,343.25,12/3/2017,2/18/2018
678468,221688,30.75,2/18/2018,2/25/2018
673678,221695,70.25,12/10/2017,12/24/2017
676988,221700,33.08,1/14/2018,2/4/2018
674010,221704,12.7,12/10/2017,12/17/2017
674024,221704,24,12/10/2017,12/24/2017
677726,221704,108,2/4/2018,2/25/2018
673006,221709,25.27,12/3/2017,12/10/2017
673555,221709,376,12/10/2017,2/25/2018
673613,221710,65.01,12/3/2017,12/17/2017
673720,221712,408,12/3/2017,2/25/2018
678022,221715,22.25,2/11/2018,2/18/2018
674038,221716,26.53,12/10/2017,12/17/2017
674720,221716,14.02,12/17/2017,12/24/2017
673735,221719,51.23,12/3/2017,12/17/2017
674385,221720,16,12/17/2017,12/24/2017
674040,221723,26.16,12/10/2017,12/17/2017
674722,221723,398.01,12/17/2017,2/25/2018
673178,221725,22.5,12/3/2017,12/17/2017
673660,221727,1,12/3/2017,12/10/2017
674219,221727,324.5,12/10/2017,2/18/2018
674048,221729,10.51,12/10/2017,12/17/2017
674730,221729,56.36,12/17/2017,12/31/2017
675222,221730,66.42,12/17/2017,1/7/2018
673072,221733,102.21,12/2/2017,12/23/2017
677803,221745,22,2/4/2018,2/18/2018
673813,221746,41.5,12/3/2017,12/17/2017
673828,221747,55.75,12/3/2017,1/7/2018
673802,221748,250.75,12/3/2017,2/25/2018
673812,221750,15,12/3/2017,12/10/2017
673810,221752,15,12/3/2017,12/10/2017
673827,221753,49.5,12/3/2017,12/17/2017
673815,221754,86,12/3/2017,12/24/2017
674786,221754,384.1,12/24/2017,2/25/2018
676177,221756,288,12/31/2017,2/25/2018
674223,221759,28.75,12/10/2017,12/17/2017
675123,221759,4.5,12/17/2017,12/24/2017
674015,221760,379.5,12/10/2017,2/25/2018
673593,221763,411.6,12/10/2017,2/25/2018
673277,221764,61,12/3/2017,12/24/2017
674006,221771,1.25,12/10/2017,12/17/2017
673303,221772,102.25,12/3/2017,12/24/2017
675316,221772,177.5,12/24/2017,1/28/2018
673681,221776,257,12/3/2017,2/25/2018
673721,221779,1,12/3/2017,12/10/2017
674173,221780,75,12/10/2017,1/7/2018
673969,221782,58.31,12/10/2017,12/24/2017
673276,221785,38.5,12/3/2017,12/17/2017
674002,221787,9,12/10/2017,12/17/2017
673400,221789,405,12/10/2017,2/25/2018
673848,221790,522.65,12/3/2017,2/25/2018
673221,221791,30.77,12/2/2017,12/16/2017
674389,221794,27.75,12/17/2017,12/24/2017
673163,221796,493.25,12/3/2017,2/25/2018
673826,221798,42.02,12/3/2017,12/17/2017
673825,221799,52.04,12/3/2017,12/17/2017
673841,221800,81.69,12/3/2017,12/24/2017
673350,221801,21.75,12/3/2017,12/17/2017
674265,221803,1,12/10/2017,12/17/2017
673228,221809,36.04,12/2/2017,12/16/2017
674303,221811,59.25,12/24/2017,1/7/2018
674304,221811,57.75,12/17/2017,1/21/2018
673278,221813,103,12/3/2017,12/31/2017
676053,221813,283.5,12/31/2017,2/25/2018
674078,221819,448.5,12/17/2017,2/25/2018
673328,221824,37,12/3/2017,12/17/2017
673819,221825,40.55,12/3/2017,12/17/2017
673081,221826,18.5,11/26/2017,12/10/2017
673752,221826,12,12/3/2017,12/10/2017
673082,221828,8.25,11/26/2017,12/10/2017
673758,221828,8,12/3/2017,12/10/2017
674308,221828,483.25,12/10/2017,2/25/2018
673838,221831,65.26,12/3/2017,12/17/2017
675633,221831,11.1,12/31/2017,1/14/2018
673552,221835,33.75,12/3/2017,12/17/2017
673437,221836,311.64,12/3/2017,1/28/2018
673839,221839,34.72,12/3/2017,12/17/2017
673249,221842,8.65,12/3/2017,12/10/2017
673779,221843,8,12/3/2017,12/10/2017
673136,221844,118.2,11/26/2017,12/10/2017
677261,221847,99.5,1/28/2018,2/25/2018
674145,221849,8,12/10/2017,12/17/2017
676865,221849,8,1/14/2018,1/21/2018
673836,221850,21.9,12/3/2017,12/17/2017
674035,221852,3.93,12/10/2017,12/17/2017
674041,221853,32.47,12/10/2017,12/17/2017
674723,221853,84.81,12/17/2017,1/7/2018
673794,221854,44.82,12/3/2017,12/31/2017
673298,221855,312.45,12/3/2017,1/28/2018
675173,221858,11,12/17/2017,12/31/2017
673208,221860,7.5,11/26/2017,12/3/2017
673793,221862,6,12/3/2017,12/10/2017
673203,221863,135.5,11/26/2017,12/31/2017
677432,221863,30,1/21/2018,1/28/2018
673212,221864,155.75,11/26/2017,1/21/2018
675117,221865,6.58,12/17/2017,12/24/2017
676533,221865,16,1/7/2018,1/14/2018
676687,221865,16.5,1/14/2018,1/21/2018
673207,221867,7.5,11/26/2017,12/3/2017
673830,221869,63.25,12/3/2017,1/7/2018
675114,221871,6.58,12/17/2017,12/24/2017
676534,221871,16,1/7/2018,1/14/2018
676686,221871,16.5,1/14/2018,1/21/2018
673833,221872,22.42,12/3/2017,12/17/2017
674033,221874,29.62,12/10/2017,12/17/2017
676107,221879,66.5,1/7/2018,1/21/2018
673840,221880,169.16,12/3/2017,1/7/2018
673687,221883,147.44,12/10/2017,1/7/2018
673204,221884,175.75,11/26/2017,1/28/2018
673258,221885,7.5,12/3/2017,12/10/2017
673923,221885,9.25,12/10/2017,12/17/2017
674210,221888,423.75,12/10/2017,2/25/2018
675385,221897,265.14,12/24/2017,2/25/2018
